City,State,Country,debutYear,freq,lat,long
Milledgeville, GA, USA,1986,1,33.0801429,-83.2320991
Milledgeville, GA, USA,1992,1,33.0801429,-83.2320991
Milledgeville, GA, USA,1993,1,33.0801429,-83.2320991
Milledgeville, GA, USA,2008,1,33.0801429,-83.2320991
Millersville, MD, USA,2017,1,39.0595542,-76.6480219
Milton, GA, USA,2019,1,30.6324149,-87.0396881
Milwaukee, WI, USA,1973,1,43.0349931,-87.922497
Milwaukee, WI, USA,1978,1,43.0349931,-87.922497
Milwaukee, WI, USA,1984,1,43.0349931,-87.922497
Milwaukee, WI, USA,1987,2,43.0349931,-87.922497
Milwaukee, WI, USA,1992,2,43.0349931,-87.922497
Milwaukee, WI, USA,1995,2,43.0349931,-87.922497
Milwaukee, WI, USA,1996,1,43.0349931,-87.922497
Milwaukee, WI, USA,1997,1,43.0349931,-87.922497
Milwaukee, WI, USA,2000,1,43.0349931,-87.922497
Milwaukee, WI, USA,2005,1,43.0349931,-87.922497
Milwaukee, WI, USA,2016,1,43.0349931,-87.922497
Mineola, NY, USA,1970,1,40.7492678,-73.6406845
Mineola, NY, USA,1979,2,40.7492678,-73.6406845
Mineola, NY, USA,1992,1,40.7492678,-73.6406845
Mineola, NY, USA,1997,1,40.7492678,-73.6406845
Minneapolis, MN, USA,1970,1,44.9772995,-93.2654692
Minneapolis, MN, USA,1973,1,44.9772995,-93.2654692
Minneapolis, MN, USA,1974,2,44.9772995,-93.2654692
Minneapolis, MN, USA,1978,1,44.9772995,-93.2654692
Minneapolis, MN, USA,1979,1,44.9772995,-93.2654692
Minneapolis, MN, USA,1980,1,44.9772995,-93.2654692
Minneapolis, MN, USA,1981,1,44.9772995,-93.2654692
Minneapolis, MN, USA,1982,1,44.9772995,-93.2654692
Minneapolis, MN, USA,1990,1,44.9772995,-93.2654692
Minneapolis, MN, USA,1997,1,44.9772995,-93.2654692
Minneapolis, MN, USA,2000,1,44.9772995,-93.2654692
Minneapolis, MN, USA,2001,1,44.9772995,-93.2654692
Minneapolis, MN, USA,2005,1,44.9772995,-93.2654692
Minneapolis, MN, USA,2011,3,44.9772995,-93.2654692
Minneapolis, MN, USA,2015,1,44.9772995,-93.2654692
Minneapolis, MN, USA,2018,1,44.9772995,-93.2654692
Minneapolis, MN, USA,2019,1,44.9772995,-93.2654692
Mission Hills, CA, USA,2005,1,34.687584,-120.439017543
Mission Hills, CA, USA,2007,1,34.687584,-120.439017543
Mission Hills, CA, USA,2015,1,34.687584,-120.439017543
Mission Hills, CA, USA,2018,1,34.687584,-120.439017543
Mission Viejo, CA, USA,2007,1,33.5965685,-117.659405
Mission Viejo, CA, USA,2010,1,33.5965685,-117.659405
Mission Viejo, CA, USA,2012,1,33.5965685,-117.659405
Mission Viejo, CA, USA,2014,1,33.5965685,-117.659405
Mission Viejo, CA, USA,2019,3,33.5965685,-117.659405
Missoula, MT, USA,2006,1,46.8701049,-113.995267
Missoula, MT, USA,2020,1,46.8701049,-113.995267
Mobile, AL, USA,1971,1,30.6943566,-88.0430541
Mobile, AL, USA,1975,1,30.6943566,-88.0430541
Mobile, AL, USA,1977,2,30.6943566,-88.0430541
Mobile, AL, USA,1978,1,30.6943566,-88.0430541
Mobile, AL, USA,1980,1,30.6943566,-88.0430541
Mobile, AL, USA,1988,1,30.6943566,-88.0430541
Mobile, AL, USA,1991,1,30.6943566,-88.0430541
Mobile, AL, USA,1992,1,30.6943566,-88.0430541
Mobile, AL, USA,1995,1,30.6943566,-88.0430541
Mobile, AL, USA,1998,1,30.6943566,-88.0430541
Mobile, AL, USA,1999,1,30.6943566,-88.0430541
Mobile, AL, USA,2000,2,30.6943566,-88.0430541
Mobile, AL, USA,2001,1,30.6943566,-88.0430541
Mobile, AL, USA,2002,1,30.6943566,-88.0430541
Mobile, AL, USA,2005,1,30.6943566,-88.0430541
Mobile, AL, USA,2016,2,30.6943566,-88.0430541
Mobile, AL, USA,2017,1,30.6943566,-88.0430541
Mobridge, SD, USA,1975,1,45.537216,-100.427913
Modesto, CA, USA,1976,1,37.6390972,-120.9968782
Modesto, CA, USA,1985,1,37.6390972,-120.9968782
Modesto, CA, USA,1986,1,37.6390972,-120.9968782
Modesto, CA, USA,1997,1,37.6390972,-120.9968782
Modesto, CA, USA,2002,1,37.6390972,-120.9968782
Modesto, CA, USA,2005,2,37.6390972,-120.9968782
Modesto, CA, USA,2009,1,37.6390972,-120.9968782
Modesto, CA, USA,2014,1,37.6390972,-120.9968782
Modesto, CA, USA,2016,1,37.6390972,-120.9968782
Moline, IL, USA,2020,1,41.5067003,-90.5151342
Monee, IL, USA,2015,1,41.420034,-87.7417115
Monmouth Beach, NJ, USA,1987,1,40.3303883,-73.9815262
Monroe, GA, USA,2007,1,38.2722313,-90.1792484
Monroe, LA, USA,1972,1,32.5093109,-92.1193012
Monroe, LA, USA,1978,1,32.5093109,-92.1193012
Monroe, LA, USA,1986,1,32.5093109,-92.1193012
Monroe, LA, USA,1988,1,32.5093109,-92.1193012
Monroe, LA, USA,2010,1,32.5093109,-92.1193012
Monroe, NC, USA,1993,2,34.9854275,-80.5495112
Monroe, NJ, USA,2019,1,40.8128777,-74.4423759
Monroe, OK, USA,2016,1,34.9925995,-94.5168894
Monroe, VA, USA,1984,1,38.2722313,-90.1792484
Monroeville, AL, USA,1996,1,31.5279399,-87.3247077
Monroeville, AL, USA,2005,1,31.5279399,-87.3247077
Monroeville, PA, USA,1974,1,40.4211798,-79.7881025
Monroeville, PA, USA,2015,1,40.4211798,-79.7881025
Monrovia, CA, USA,1987,1,34.1483499,-118.0014517
Montclair, CA, USA,2000,1,34.0775104,-117.6897776
Montclair, CA, USA,2011,1,34.0775104,-117.6897776
Montclair, CA, USA,2014,1,34.0775104,-117.6897776
Montclair, CA, USA,2015,1,34.0775104,-117.6897776
Montclair, NJ, USA,1987,1,40.8164458,-74.2210643
Montebello, CA, USA,1974,2,34.0159398,-118.111975
Montebello, CA, USA,1976,2,34.0159398,-118.111975
Montebello, CA, USA,1984,1,34.0159398,-118.111975
Monterey Park, CA, USA,1973,1,34.051522,-118.129807
Monterey Park, CA, USA,1980,1,34.051522,-118.129807
Monterey Park, CA, USA,2003,1,34.051522,-118.129807
Monterey, CA, USA,1986,1,36.2231079,-121.3877428
Monterey, CA, USA,1999,1,36.2231079,-121.3877428
Montgomery, AL, USA,1972,1,32.3669656,-86.3006485
Montgomery, AL, USA,1976,2,32.3669656,-86.3006485
Montgomery, AL, USA,1977,1,32.3669656,-86.3006485
Montgomery, AL, USA,1985,1,32.3669656,-86.3006485
Montgomery, AL, USA,1994,1,32.3669656,-86.3006485
Montgomery, AL, USA,1998,2,32.3669656,-86.3006485
Montgomery, AL, USA,1999,1,32.3669656,-86.3006485
Montgomery, AL, USA,2001,1,32.3669656,-86.3006485
Montgomery, AL, USA,2004,1,32.3669656,-86.3006485
Montgomery, AL, USA,2008,1,32.3669656,-86.3006485
Montgomery, AL, USA,2011,1,32.3669656,-86.3006485
Montgomery, AL, USA,2014,2,32.3669656,-86.3006485
Montgomery, AL, USA,2017,1,32.3669656,-86.3006485
Monticello, FL, USA,1994,1,30.5452022,-83.8701636
Monticello, SC, USA,1977,1,34.3526459,-81.2984285
Montrose, AL, USA,1989,1,30.5657487,-87.9016599
Montrose, CO, USA,2002,1,38.4375391,-108.2403855
Mooresboro, NC, USA,2016,1,35.2987362,-81.6989863
Morehead City, NC, USA,2011,1,34.7229391,-76.7260436
Morgantown, WV, USA,2011,2,39.6296809,-79.9559437
Morgantown, WV, USA,2013,1,39.6296809,-79.9559437
Morgantown, WV, USA,2018,1,39.6296809,-79.9559437
Morristown, NJ, USA,2009,1,40.7970382,-74.4809868
Morristown, TN, USA,2019,1,36.2139814,-83.2948923
Moses Lake, WA, USA,1986,1,47.1301417,-119.2780771
Moses Lake, WA, USA,2005,1,47.1301417,-119.2780771
Moultrie, GA, USA,1985,1,39.6391442,-88.6087498
Mound Bayou, MS, USA,1982,1,33.8781674,-90.7273204
Mount Airy, NC, USA,1983,1,36.4993297,-80.6071609
Mount Clemens, MI, USA,1973,1,42.5972563,-82.8779754
Mount Clemens, MI, USA,1983,1,42.5972563,-82.8779754
Mount Clemens, MI, USA,1991,1,42.5972563,-82.8779754
Mount Gilead, OH, USA,1987,1,40.5492265,-82.8274015
Mount Holly, NJ, USA,1991,1,39.9928898,-74.7876624
Mount Holly, NJ, USA,2010,1,39.9928898,-74.7876624
Mount Joy, PA, USA,2010,1,40.1098561,-76.5033406
Mount Juliet, TN, USA,2015,1,36.200055,-86.5186054
Mount Juliet, TN, USA,2018,1,36.200055,-86.5186054
Mount Kisco, NY, USA,1999,1,41.2042616,-73.7270761
Mount Kisco, NY, USA,2011,1,41.2042616,-73.7270761
Mount Lebanon, PA, USA,1998,1,40.3765,-80.0508
Mount Pleasant, SC, USA,2015,1,32.7940651,-79.8625851
Mount Pleasant, SC, USA,2016,1,32.7940651,-79.8625851
Mount Pleasant, SC, USA,2018,1,32.7940651,-79.8625851
Mount Rainier, MD, USA,1978,1,38.9415,-76.9649751
Mount Vernon, IL, USA,1978,1,38.3172715,-88.9031201
Mount Vernon, NY, USA,1984,1,40.9125815,-73.8370786
Mount Vernon, NY, USA,1996,1,40.9125815,-73.8370786
Mount Vernon, WA, USA,2002,1,48.4200462,-122.32642
Mount Vernon, WA, USA,2009,1,48.4200462,-122.32642
Mountain Top, PA, USA,2019,1,41.1224535,-75.9638609599
Mountain View, CA, USA,1990,1,37.3893889,-122.0832101
Mountain View, CA, USA,1998,1,37.3893889,-122.0832101
Mountain View, CA, USA,2002,1,37.3893889,-122.0832101
Mountain View, CA, USA,2004,1,37.3893889,-122.0832101
Mountain View, CA, USA,2011,1,37.3893889,-122.0832101
Mountain View, CA, USA,2013,1,37.3893889,-122.0832101
Mountain View, CA, USA,2016,1,37.3893889,-122.0832101
Mountain View, CA, USA,2017,1,37.3893889,-122.0832101
Muncie, IN, USA,1992,1,34.481251,-82.641052
Muncie, IN, USA,2006,1,34.481251,-82.641052
Muncie, IN, USA,2016,1,34.481251,-82.641052
Muncy, PA, USA,1974,1,41.20484,-76.7870991
Munster, IN, USA,2019,1,52.2583554,-7.1118693
Murfreesboro, TN, USA,2008,1,35.8460396,-86.3921096
Murfreesboro, TN, USA,2015,1,35.8460396,-86.3921096
Murray, KY, USA,1974,1,36.6103334,-88.314761
Murrieta, CA, USA,2017,1,33.5777524,-117.1884542021
Murrieta, CA, USA,2018,1,33.5777524,-117.1884542021
Muskegon, MI, USA,1970,2,43.2341813,-86.2483921
Muskegon, MI, USA,2005,1,43.2341813,-86.2483921
Muskogee, OK, USA,1981,1,35.7478769,-95.3696909
Muskogee, OK, USA,2003,1,35.7478769,-95.3696909
Muskogee, OK, USA,2015,1,35.7478769,-95.3696909
Nacogdoches, TX, USA,1993,1,31.5970503,-94.5927451
Nacogdoches, TX, USA,2002,1,31.5970503,-94.5927451
Nacogdoches, TX, USA,2006,1,31.5970503,-94.5927451
Nacogdoches, TX, USA,2011,1,31.5970503,-94.5927451
Nacogdoches, TX, USA,2016,1,31.5970503,-94.5927451
Napa, CA, USA,1993,1,38.2971367,-122.2855293
Napa, CA, USA,2003,1,38.2971367,-122.2855293
Naperville, IL, USA,2002,1,41.7728699,-88.1479278
Naperville, IL, USA,2005,1,41.7728699,-88.1479278
Naperville, IL, USA,2012,1,41.7728699,-88.1479278
Naperville, IL, USA,2019,1,41.7728699,-88.1479278
Naples, FL, USA,2005,1,26.1421976,-81.7942944
Naples, FL, USA,2009,1,26.1421976,-81.7942944
Nashua, NH, USA,1992,1,42.7656251,-71.4677032
Nashua, NH, USA,2017,1,42.7656251,-71.4677032
Nashua, NH, USA,2018,1,42.7656251,-71.4677032
Nashville, TN, USA,1970,1,36.1622767,-86.7742984
Nashville, TN, USA,1973,1,36.1622767,-86.7742984
Nashville, TN, USA,1987,1,36.1622767,-86.7742984
Nashville, TN, USA,1997,1,36.1622767,-86.7742984
Nashville, TN, USA,2001,1,36.1622767,-86.7742984
Nashville, TN, USA,2013,2,36.1622767,-86.7742984
Nashville, TN, USA,2014,4,36.1622767,-86.7742984
Nashville, TN, USA,2016,1,36.1622767,-86.7742984
Nashville, TN, USA,2018,1,36.1622767,-86.7742984
Nashville, TN, USA,2019,1,36.1622767,-86.7742984
Nassawadox, VA, USA,2017,1,37.4748573,-75.8582639
Natchez, MS, USA,1984,1,31.5604076,-91.403171
Natchez, MS, USA,1991,1,31.5604076,-91.403171
Natchez, MS, USA,2004,1,31.5604076,-91.403171
Natchez, MS, USA,2009,1,31.5604076,-91.403171
Natchitoches, LA, USA,1992,1,31.7606732,-93.0860209
National City, CA, USA,1975,1,32.6781085,-117.0991967
National City, CA, USA,2013,1,32.6781085,-117.0991967
Nederland, TX, USA,2000,1,29.9743803,-93.9923965
Nederland, TX, USA,2007,1,29.9743803,-93.9923965
Neenah, WI, USA,1996,1,44.1858193,-88.462609
Neenah, WI, USA,2014,1,44.1858193,-88.462609
Neosho, MO, USA,2001,1,36.8689554,-94.367996
Neptune Beach, FL, USA,2016,1,30.311908,-81.3964734
Neptune, NJ, USA,1975,1,40.2239981,-74.0478216
Neptune, NJ, USA,1977,1,40.2239981,-74.0478216
Neptune, NJ, USA,2005,1,40.2239981,-74.0478216
New Albany, IN, USA,2018,1,38.2856247,-85.8241312
New Albany, MS, USA,2005,1,34.4942683,-89.0078418
New Bedford, MA, USA,1975,1,41.6362152,-70.934205
New Bedford, MA, USA,1997,1,41.6362152,-70.934205
New Bern, NC, USA,2015,1,35.1084931,-77.0441143
New Braunfels, TX, USA,1988,1,29.7028266,-98.1257348
New Braunfels, TX, USA,1993,1,29.7028266,-98.1257348
New Brighton, PA, USA,1975,1,40.7303534,-80.3100513
New Brighton, PA, USA,1987,1,40.7303534,-80.3100513
New Britain, CT, USA,1976,1,41.6796456,-72.7883468204
New Britain, CT, USA,1989,1,41.6796456,-72.7883468204
New Britain, CT, USA,1992,1,41.6796456,-72.7883468204
New Britain, CT, USA,1994,1,41.6796456,-72.7883468204
New Britain, CT, USA,1998,1,41.6796456,-72.7883468204
New Britain, CT, USA,2002,1,41.6796456,-72.7883468204
New Britain, CT, USA,2008,1,41.6796456,-72.7883468204
New Britain, CT, USA,2014,1,41.6796456,-72.7883468204
New Britain, CT, USA,2016,1,41.6796456,-72.7883468204
New Brunswick, NJ, USA,1987,1,40.4862174,-74.4518173
New Brunswick, NJ, USA,1992,1,40.4862174,-74.4518173
New Brunswick, NJ, USA,2004,1,40.4862174,-74.4518173
New Brunswick, NJ, USA,2009,1,40.4862174,-74.4518173
New Castle, PA, USA,1979,1,40.9999202,-80.3471856
New Castle, PA, USA,1985,1,40.9999202,-80.3471856
New Castle, PA, USA,2007,1,40.9999202,-80.3471856
New Haven, CT, USA,1993,2,41.29843435,-72.9310234271
New Haven, CT, USA,2002,1,41.29843435,-72.9310234271
New Haven, CT, USA,2005,2,41.29843435,-72.9310234271
New Haven, CT, USA,2012,1,41.29843435,-72.9310234271
New Haven, CT, USA,2013,1,41.29843435,-72.9310234271
New Iberia, LA, USA,2006,1,30.0035365,-91.8187285
New London, CT, USA,1983,1,41.331256,-72.0964371579
New London, CT, USA,1995,1,41.331256,-72.0964371579
New London, CT, USA,1999,1,41.331256,-72.0964371579
New London, CT, USA,2011,1,41.331256,-72.0964371579
New London, CT, USA,2012,1,41.331256,-72.0964371579
New London, CT, USA,2018,1,41.331256,-72.0964371579
New Milford, CT, USA,2011,1,42.1798043,-89.0566993159
New Orleans, LA, USA,1972,1,29.9499323,-90.0701156
New Orleans, LA, USA,1973,1,29.9499323,-90.0701156
New Orleans, LA, USA,1977,2,29.9499323,-90.0701156
New Orleans, LA, USA,1978,2,29.9499323,-90.0701156
New Orleans, LA, USA,1983,1,29.9499323,-90.0701156
New Orleans, LA, USA,1986,1,29.9499323,-90.0701156
New Orleans, LA, USA,1989,3,29.9499323,-90.0701156
New Orleans, LA, USA,1991,1,29.9499323,-90.0701156
New Orleans, LA, USA,1992,2,29.9499323,-90.0701156
New Orleans, LA, USA,1998,1,29.9499323,-90.0701156
New Orleans, LA, USA,1999,1,29.9499323,-90.0701156
New Orleans, LA, USA,2000,1,29.9499323,-90.0701156
New Orleans, LA, USA,2004,1,29.9499323,-90.0701156
New Orleans, LA, USA,2006,1,29.9499323,-90.0701156
New Orleans, LA, USA,2011,1,29.9499323,-90.0701156
New Orleans, LA, USA,2016,1,29.9499323,-90.0701156
New Orleans, LA, USA,2018,1,29.9499323,-90.0701156
New Port Richey, FL, USA,2006,1,28.2441768,-82.7192671
New Port Richey, FL, USA,2016,1,28.2441768,-82.7192671
New Rochelle, NY, USA,1991,1,40.9115386,-73.7826363
New Rochelle, NY, USA,2006,1,40.9115386,-73.7826363
New Ulm, MN, USA,1978,1,44.3140261,-94.4614177
New Ulm, MN, USA,1986,1,44.3140261,-94.4614177
New Ulm, MN, USA,1995,1,44.3140261,-94.4614177
New Ulm, MN, USA,2009,1,44.3140261,-94.4614177
New York, NY, USA,1970,2,40.7127281,-74.0060152
New York, NY, USA,1971,1,40.7127281,-74.0060152
New York, NY, USA,1975,2,40.7127281,-74.0060152
New York, NY, USA,1976,1,40.7127281,-74.0060152
New York, NY, USA,1981,2,40.7127281,-74.0060152
New York, NY, USA,1982,1,40.7127281,-74.0060152
New York, NY, USA,1983,2,40.7127281,-74.0060152
New York, NY, USA,1984,3,40.7127281,-74.0060152
New York, NY, USA,1985,1,40.7127281,-74.0060152
New York, NY, USA,1986,4,40.7127281,-74.0060152
New York, NY, USA,1987,1,40.7127281,-74.0060152
New York, NY, USA,1990,1,40.7127281,-74.0060152
New York, NY, USA,1992,4,40.7127281,-74.0060152
New York, NY, USA,1993,2,40.7127281,-74.0060152
New York, NY, USA,1994,1,40.7127281,-74.0060152
New York, NY, USA,1996,2,40.7127281,-74.0060152
New York, NY, USA,1998,1,40.7127281,-74.0060152
New York, NY, USA,2002,2,40.7127281,-74.0060152
New York, NY, USA,2005,1,40.7127281,-74.0060152
New York, NY, USA,2008,1,40.7127281,-74.0060152
New York, NY, USA,2009,1,40.7127281,-74.0060152
New York, NY, USA,2010,1,40.7127281,-74.0060152
New York, NY, USA,2011,1,40.7127281,-74.0060152
New York, NY, USA,2016,1,40.7127281,-74.0060152
New York, NY, USA,2018,1,40.7127281,-74.0060152
New York, NY, USA,2019,2,40.7127281,-74.0060152
New York, NY, USA,2020,1,40.7127281,-74.0060152
Newark, CA, USA,2017,1,37.5296593,-122.0402399
Newark, CA, USA,2018,1,37.5296593,-122.0402399
Newark, DE, USA,2016,1,40.735657,-74.1723667
Newark, DE, USA,2019,1,40.735657,-74.1723667
Newark, NJ, USA,1970,2,40.735657,-74.1723667
Newark, NJ, USA,1972,1,40.735657,-74.1723667
Newark, NJ, USA,1975,2,40.735657,-74.1723667
Newark, NJ, USA,1993,1,40.735657,-74.1723667
Newark, NJ, USA,1996,1,40.735657,-74.1723667
Newark, NJ, USA,1999,1,40.735657,-74.1723667
Newark, NJ, USA,2011,1,40.735657,-74.1723667
Newark, OH, USA,2009,1,40.0581205,-82.4012643
Newberry, SC, USA,1999,1,34.2753247,-81.6188633
Newberry, SC, USA,2000,1,34.2753247,-81.6188633
Newberry, SC, USA,2015,1,34.2753247,-81.6188633
Newburg, NY, USA,2019,1,42.6931172,-78.1197318
Newburgh, NY, USA,2000,1,41.5034271,-74.0104179
Newbury Park, CA, USA,2013,1,34.183671,-118.9118302
Newburyport, MA, USA,1991,1,42.8125913,-70.8772751
Newfane, NY, USA,2012,1,43.283581,-78.6947396332
Newhall, CA, USA,2006,1,34.3798765,-118.5291917
Newhall, CA, USA,2015,1,34.3798765,-118.5291917
Newhall, CA, USA,2016,1,34.3798765,-118.5291917
Newnan, GA, USA,1989,1,33.3806716,-84.7996573
Newnan, GA, USA,1991,1,33.3806716,-84.7996573
Newnan, GA, USA,2012,1,33.3806716,-84.7996573
Newport Beach, CA, USA,1991,1,33.6170092,-117.9294401
Newport Beach, CA, USA,1998,1,33.6170092,-117.9294401
Newport Beach, CA, USA,1999,1,33.6170092,-117.9294401
Newport Beach, CA, USA,2005,1,33.6170092,-117.9294401
Newport Beach, CA, USA,2006,1,33.6170092,-117.9294401
Newport Beach, CA, USA,2009,1,33.6170092,-117.9294401
Newport Beach, CA, USA,2010,1,33.6170092,-117.9294401
Newport Beach, CA, USA,2011,2,33.6170092,-117.9294401
Newport Beach, CA, USA,2013,3,33.6170092,-117.9294401
Newport Beach, CA, USA,2014,1,33.6170092,-117.9294401
Newport Beach, CA, USA,2017,1,33.6170092,-117.9294401
Newport Beach, CA, USA,2018,1,33.6170092,-117.9294401
Newport Beach, CA, USA,2019,1,33.6170092,-117.9294401
Newport News, VA, USA,1973,1,36.9775016,-76.42977
Newport News, VA, USA,1983,1,36.9775016,-76.42977
Newport News, VA, USA,2012,1,36.9775016,-76.42977
Newport News, VA, USA,2014,1,36.9775016,-76.42977
Newport News, VA, USA,2018,1,36.9775016,-76.42977
Newport, AR, USA,2020,1,35.6048018,-91.2817951
Newport, RI, USA,1989,1,41.4899827,-71.3137707
Newton, IA, USA,2002,1,41.6996927,-93.0537592
Newton, KS, USA,1995,1,38.0469166,-97.3447244
Newton, KS, USA,2004,1,38.0469166,-97.3447244
Newton, KS, USA,2009,1,38.0469166,-97.3447244
Newton, MA, USA,1970,1,30.8118989,-93.740504
Newton, MA, USA,1972,1,30.8118989,-93.740504
Newton, MA, USA,1988,1,30.8118989,-93.740504
Newton, MA, USA,1999,1,30.8118989,-93.740504
Niagara Falls, NY, USA,1975,1,43.08436,-79.0614686
Niagara Falls, NY, USA,1982,1,43.08436,-79.0614686
Niles, MI, USA,1981,1,41.8297694,-86.2541768
Nixa, MO, USA,2018,1,37.0439358,-93.3098534
Nogales, AZ, USA,1991,1,31.3402134,-110.9360818
Norfolk, NE, USA,2005,1,36.8462923,-76.2929252
Norfolk, VA, USA,1970,1,36.8462923,-76.2929252
Norfolk, VA, USA,1978,1,36.8462923,-76.2929252
Norfolk, VA, USA,1979,1,36.8462923,-76.2929252
Norfolk, VA, USA,1992,1,36.8462923,-76.2929252
Norfolk, VA, USA,1995,1,36.8462923,-76.2929252
Norfolk, VA, USA,1998,1,36.8462923,-76.2929252
Norfolk, VA, USA,2001,1,36.8462923,-76.2929252
Norfolk, VA, USA,2004,2,36.8462923,-76.2929252
Norfolk, VA, USA,2007,1,36.8462923,-76.2929252
Norfolk, VA, USA,2014,1,36.8462923,-76.2929252
Norfolk, VA, USA,2019,1,36.8462923,-76.2929252
Normal, IL, USA,2016,1,40.5092866,-88.9843795
Norman, OK, USA,2018,1,35.2225717,-97.4394816
Norristown, PA, USA,1970,1,40.121497,-75.3399048
Norristown, PA, USA,1986,1,40.121497,-75.3399048
Norristown, PA, USA,1992,1,40.121497,-75.3399048
Norristown, PA, USA,1997,1,40.121497,-75.3399048
Norristown, PA, USA,2014,1,40.121497,-75.3399048
North Adams, MA, USA,2005,1,42.6990321,-73.1118964
North Augusta, SC, USA,2016,1,33.52085,-81.9669692311
North Bellmore, NY, USA,1986,1,40.6914882,-73.5336396
North Conway, NH, USA,2011,1,44.0537103,-71.1282572
North Hollywood, CA, USA,1980,1,34.1729044,-118.3740371
North Hollywood, CA, USA,1995,1,34.1729044,-118.3740371
North Hollywood, CA, USA,2009,1,34.1729044,-118.3740371
North Hollywood, CA, USA,2012,1,34.1729044,-118.3740371
North Little Rock, AR, USA,1999,1,34.769536,-92.2670941
North Little Rock, AR, USA,2004,1,34.769536,-92.2670941
North Miami, FL, USA,2002,1,25.8900949,-80.1867138
North Olmsted, OH, USA,1988,1,41.4156025,-81.9234726
North Olmsted, OH, USA,2008,1,41.4156025,-81.9234726
North Olmsted, OH, USA,2014,1,41.4156025,-81.9234726
North Platte, NE, USA,2007,1,41.1238873,-100.7654232
North Star, OH, USA,2009,1,40.3247694,-84.5705106
Northbridge, MA, USA,1975,1,42.1324443,-71.6498211
Northbrook, IL, USA,2006,1,42.128704,-87.8265089
Northbrook, IL, USA,2011,1,42.128704,-87.8265089
Northfield, MN, USA,1996,1,44.4582041,-93.161159
Northfield, MN, USA,2013,2,44.4582041,-93.161159
Northridge, CA, USA,1982,1,34.2345615,-118.5369316
Northridge, CA, USA,1999,1,34.2345615,-118.5369316
Northridge, CA, USA,2006,1,34.2345615,-118.5369316
Northridge, CA, USA,2007,1,34.2345615,-118.5369316
Northridge, CA, USA,2010,2,34.2345615,-118.5369316
Norton, KS, USA,1976,1,39.7944702,-99.9100033
Norwalk, CA, USA,1986,1,33.9092802,-118.0849169
Norwalk, CA, USA,1998,1,33.9092802,-118.0849169
Norwalk, CA, USA,2000,1,33.9092802,-118.0849169
Norwalk, CT, USA,1991,2,41.1175966,-73.4078968
Norwalk, CT, USA,1996,1,41.1175966,-73.4078968
Norwalk, IA, USA,2016,1,41.4755461,-93.6788304
Norwich, CT, USA,1982,1,41.5499565,-72.089190046
Norwich, CT, USA,1983,1,41.5499565,-72.089190046
Norwich, CT, USA,1996,1,41.5499565,-72.089190046
Norwich, CT, USA,2001,1,41.5499565,-72.089190046
Norwich, CT, USA,2006,1,41.5499565,-72.089190046
Norwich, CT, USA,2014,3,41.5499565,-72.089190046
Norwood, MA, USA,1974,1,40.7055931,-89.6987129
Norwood, MA, USA,1978,1,40.7055931,-89.6987129
Norwood, MA, USA,2002,1,40.7055931,-89.6987129
Nyack, NY, USA,2016,1,41.091121,-73.9196794
Oak Lawn, IL, USA,1998,1,41.7108662,-87.7581081
Oak Lawn, IL, USA,2001,1,41.7108662,-87.7581081
Oak Lawn, IL, USA,2004,1,41.7108662,-87.7581081
Oak Lawn, IL, USA,2009,1,41.7108662,-87.7581081
Oak Lawn, IL, USA,2010,1,41.7108662,-87.7581081
Oak Park, IL, USA,1980,1,41.8878145,-87.7887615
Oak Park, IL, USA,1990,1,41.8878145,-87.7887615
Oak Park, IL, USA,1995,1,41.8878145,-87.7887615
Oak Park, IL, USA,1998,1,41.8878145,-87.7887615
Oak Park, IL, USA,2000,1,41.8878145,-87.7887615
Oak Park, IL, USA,2010,1,41.8878145,-87.7887615
Oak Ridge, TN, USA,2019,1,36.0103562,-84.2696449
Oakdale, PA, USA,2008,1,40.3981246,-80.1856134
Oakland, CA, USA,1970,2,37.8044557,-122.2713563
Oakland, CA, USA,1971,2,37.8044557,-122.2713563
Oakland, CA, USA,1972,2,37.8044557,-122.2713563
Oakland, CA, USA,1975,2,37.8044557,-122.2713563
Oakland, CA, USA,1976,3,37.8044557,-122.2713563
Oakland, CA, USA,1977,3,37.8044557,-122.2713563
Oakland, CA, USA,1978,2,37.8044557,-122.2713563
Oakland, CA, USA,1979,1,37.8044557,-122.2713563
Oakland, CA, USA,1980,1,37.8044557,-122.2713563
Oakland, CA, USA,1981,3,37.8044557,-122.2713563
Oakland, CA, USA,1982,2,37.8044557,-122.2713563
Oakland, CA, USA,1986,2,37.8044557,-122.2713563
Oakland, CA, USA,1989,1,37.8044557,-122.2713563
Oakland, CA, USA,1990,1,37.8044557,-122.2713563
Oakland, CA, USA,1992,2,37.8044557,-122.2713563
Oakland, CA, USA,1993,3,37.8044557,-122.2713563
Oakland, CA, USA,1994,1,37.8044557,-122.2713563
Oakland, CA, USA,1995,1,37.8044557,-122.2713563
Oakland, CA, USA,1996,3,37.8044557,-122.2713563
Oakland, CA, USA,1997,1,37.8044557,-122.2713563
Oakland, CA, USA,1998,1,37.8044557,-122.2713563
Oakland, CA, USA,2000,2,37.8044557,-122.2713563
Oakland, CA, USA,2003,2,37.8044557,-122.2713563
Oakland, CA, USA,2006,1,37.8044557,-122.2713563
Oakland, CA, USA,2007,1,37.8044557,-122.2713563
Oakland, CA, USA,2010,1,37.8044557,-122.2713563
